Random,Ordered,Reverse,Shuffle
10.5096128,0.0041911,20.9560897,3.1830394
10.4822842,0.0040608,20.9289909,3.1848294
10.5065221,0.0042397,20.9694371,3.2052499
10.4639692,0.0040887,20.8882515,3.1737171
10.4573841,0.0040422,20.9327169,3.1934901
10.4582996,0.0040662,20.9114805,3.1885457
10.4764421,0.0042089,20.9188701,3.1877508
10.4680574,0.0041472,20.9519431,3.1920995
10.4817224,0.0040286,20.9420001,3.1870456
10.4627203,0.0040111,20.9316537,3.1936745
10.4310572,0.0042001,20.9826732,3.1858845
10.4690768,0.0040611,20.9201834,3.200025
10.4607002,0.0040392,20.9725204,3.1843959
10.4573502,0.0041326,20.9252825,3.1945732
10.4928866,0.0040292,20.9312385,3.1819632
10.460983,0.0040577,20.9287836,3.1874049
10.480834,0.0039953,20.9598249,3.1841585
10.477998,0.0040562,20.9122809,3.1824661
10.4737901,0.0040942,20.935917,3.1887874
10.4246171,0.0042347,20.9101114,3.1911922
10.4755734,0.0040928,21.172014,3.1845603
10.4656844,0.0040831,21.2758997,3.186113
10.492764,0.0040956,22.1700608,3.1842534
10.4967895,0.0041489,22.3726469,3.1823491
10.4806262,0.0041264,22.5969935,3.1941115
10.4744532,0.0041305,22.065265,3.2085232
10.4620267,0.0040137,22.2412515,3.1931071
10.4925578,0.0040684,22.1143409,3.1860839
10.4648496,0.0043579,22.0741258,3.1894875
10.4725524,0.0040673,22.489561,3.1857294
10.4686157,0.0040969,22.2221069,3.1909003
10.4560138,0.0040083,22.0683871,3.2076785
10.5048504,0.0041574,22.9372525,3.1881121
10.4953149,0.004029,21.9698282,3.1866074
10.4843989,0.0041381,22.079846,3.1909274
10.4822797,0.0040114,22.0270316,3.1809356
10.4675337,0.0040067,21.4867156,3.1723552
10.4873029,0.0039997,21.6921678,3.1890831
10.4718789,0.0041197,21.4082,3.1919836
10.4677014,0.0040415,21.3041906,3.1896507
10.47152,0.0040188,21.5875882,3.1938903
10.4817371,0.0042771,21.2846256,3.1915975
10.4969422,0.0040155,21.1604737,3.1771465
10.4713331,0.004072,21.0141126,3.1768201
10.4540194,0.0040225,20.9458591,3.1859995
10.5113106,0.0041805,20.9242731,3.1838409
10.474486,0.0040474,20.9446409,3.196936
10.4936267,0.00407,20.9057335,3.1839268
10.4816428,0.0040889,20.9603425,3.1918795
10.4720267,0.0040834,20.9449655,3.1946176
10.4725474,0.0040524,21.2552115,3.193646
10.5019923,0.0040567,21.1878318,3.1958389
10.5104087,0.0041068,20.9650393,3.177975
10.4633495,0.0040802,20.9637263,3.1957516
10.4460929,0.0040176,20.9576361,3.1963755
10.4566926,0.004185,20.9232704,3.1910059
10.4933679,0.0040237,20.9251016,3.1864269
10.4810987,0.0043359,20.9549,3.1933511
10.4762133,0.0040126,20.9276853,3.1872507
10.4773769,0.0041739,20.9590903,3.1865321
10.4743863,0.0040124,20.990677,3.1936159
10.4448662,0.004581,20.9149802,3.1930302
10.4403624,0.0045568,20.9435047,3.1867393
10.4377746,0.0042287,20.955128,3.1796204
10.4683177,0.0044321,20.9513292,3.189672
10.4603358,0.0041671,20.9247178,3.2094942
10.4601247,0.0042355,20.9158344,3.1820389
10.4757607,0.0041145,20.8781409,3.1766331
10.4756596,0.0040863,20.9104874,3.1946914
10.4570284,0.0040418,20.9307075,3.189531
10.482919,0.0040486,20.9548793,3.1833308
10.4813794,0.004008,20.9551956,3.1917253
10.4689675,0.0042142,20.9476175,3.1829614
10.464689,0.0040375,20.9356969,3.1837423
10.5042189,0.0040851,20.9203502,3.1878432
10.4759746,0.0040503,20.8792106,3.1823803
10.4782063,0.0040494,20.9642688,3.1821422
10.4582932,0.0040203,20.9363641,3.1940135
10.4420175,0.0041923,20.9685443,3.188603
10.4805361,0.0041197,20.9427514,3.1824424
10.4766141,0.0040711,20.9126431,3.1845319
10.4211231,0.0040843,20.9590455,3.1678046
10.4814435,0.004069,20.9285427,3.1635341
10.4863997,0.0042174,20.9407596,3.1869207
10.4943935,0.004071,20.9279678,3.1785813
10.4913064,0.0041913,20.9282087,3.1756466
10.4835829,0.0039959,20.914632,3.1813552
10.4805092,0.0041668,20.9052511,3.1840454
10.4675324,0.0040375,20.926728,3.196293
10.4330079,0.0040673,20.9711354,3.1853751
10.4985864,0.0040555,20.8699341,3.1850078
10.4797519,0.004062,20.9415493,3.1884172
10.4684851,0.0046139,20.8766143,3.1842806
10.4883927,0.0040272,20.9598153,3.1917908
10.4694427,0.0046027,20.9374232,3.174997
10.4844076,0.0040667,20.9275816,3.1874716
10.4848117,0.0040357,20.9167042,3.1823959
10.4943027,0.0040442,20.9589229,3.1932858
10.4929598,0.0041182,20.9611143,3.2007836
10.4839934,0.0042248,20.9739967,3.181457
