Reverse
0.1124023000
0.1122689000
0.1107244000
0.1112351000
0.1120181000
0.1122691000
0.1125744000
0.1109286000
0.1120324000
0.1131144000
0.1174254000
0.1116956000
0.1113871000
0.1121644000
0.1126459000
0.1173104000
0.1104119000
0.1113896000
0.1156549000
0.1108443000
0.1115047000
0.1127616000
0.1121541000
0.1110154000
0.1114924000
0.1122118000
0.1134757000
0.1142762000
0.1155043000
0.1129363000
0.1114262000
0.1114256000
0.1116699000
0.1118631000
0.1113112000
0.1106901000
0.1114388000
0.1121053000
0.1107785000
0.1114151000
0.1103856000
0.1118212000
0.1115046000
0.1122291000
0.1145547000
0.1158819000
0.1122981000
0.1113534000
0.1121472000
0.1123861000
0.1116668000
0.1125991000
0.1110681000
0.1106206000
0.1114038000
0.1119049000
0.1115855000
0.1125297000
0.1112072000
0.1108081000
0.1119901000
0.1126088000
0.1182631000
0.1140196000
0.1119048000
0.1123794000
0.1120076000
0.1106159000
0.1116284000
0.1142227000
0.1154648000
0.1119192000
0.1115041000
0.1115863000
0.1120205000
0.1113227000
0.1121229000
0.1121819000
0.1138838000
0.1156079000
0.1118873000
0.1124553000
0.1116766000
0.1109859000
0.1125865000
0.1120377000
0.1118484000
0.1114265000
0.1127600000
0.1108425000
0.1115485000
0.1121132000
0.1111811000
0.1121073000
0.1119093000
0.1118666000
0.1137753000
0.1141727000
0.1114342000
0.1114813000
