Random
0.1133071000
0.1119285000
0.1119675000
0.1122053000
0.1118548000
0.1128033000
0.1135336000
0.1141272000
0.1142296000
0.1127456000
0.1138207000
0.1127775000
0.1135256000
0.1131588000
0.1139953000
0.1146433000
0.1128361000
0.1113914000
0.1136725000
0.1147834000
0.1134569000
0.1132211000
0.1152670000
0.1137656000
0.1142817000
0.1145485000
0.1119384000
0.1124482000
0.1138177000
0.1177927000
0.1170790000
0.1149353000
0.1116363000
0.1118958000
0.1124575000
0.1134238000
0.1118288000
0.1115712000
0.1114985000
0.1156541000
0.1144563000
0.1135148000
0.1139509000
0.1116559000
0.1123615000
0.1106269000
0.1117770000
0.1145347000
0.1151606000
0.1113048000
0.1142456000
0.1129513000
0.1108235000
0.1134402000
0.1137171000
0.1119870000
0.1161269000
0.1136394000
0.1132111000
0.1125885000
0.1122685000
0.1137606000
0.1111234000
0.1119206000
0.1155379000
0.1135111000
0.1136339000
0.1133823000
0.1143831000
0.1131956000
0.1134259000
0.1123645000
0.1129762000
0.1141249000
0.1125268000
0.1125988000
0.1116731000
0.1116166000
0.1127858000
0.1145588000
0.1129101000
0.1116955000
0.1114145000
0.1101664000
0.1114791000
0.1130111000
0.1157155000
0.1122752000
0.1147674000
0.1120868000
0.1114715000
0.1107284000
0.1134557000
0.1148812000
0.1115511000
0.1141477000
0.1121049000
0.1120133000
0.1127536000
0.1161393000
,Ordered
,0.1145944000
,0.1140304000
,0.1121024000
,0.1118191000
,0.1143806000
,0.1129861000
,0.1101541000
,0.1131907000
,0.1111652000
,0.1127890000
,0.1133600000
,0.1132138000
,0.1101754000
,0.1105361000
,0.1100057000
,0.1132712000
,0.1118849000
,0.1126036000
,0.1136082000
,0.1135256000
,0.1117898000
,0.1109330000
,0.1131616000
,0.1109824000
,0.1097403000
,0.1100061000
,0.1115037000
,0.1138044000
,0.1137867000
,0.1139621000
,0.1109686000
,0.1127574000
,0.1120401000
,0.1119950000
,0.1145543000
,0.1149274000
,0.1118395000
,0.1111108000
,0.1106003000
,0.1104662000
,0.1133493000
,0.1129604000
,0.1107801000
,0.1127896000
,0.1105352000
,0.1101696000
,0.1140564000
,0.1131637000
,0.1144349000
,0.1107261000
,0.1121389000
,0.1113720000
,0.1113510000
,0.1112728000
,0.1124204000
,0.1130519000
,0.1113139000
,0.1102144000
,0.1124475000
,0.1137850000
,0.1128876000
,0.1133814000
,0.1112528000
,0.1102261000
,0.1105762000
,0.1162144000
,0.1120900000
,0.1136070000
,0.1133512000
,0.1149633000
,0.1144394000
,0.1115295000
,0.1116301000
,0.1127998000
,0.1123565000
,0.1109484000
,0.1116344000
,0.1100845000
,0.1162753000
,0.1164295000
,0.1126699000
