Random
0.3969399000
0.3858043000
0.3821361000
0.3891906000
0.3877122000
0.3835044000
0.3821668000
0.3825664000
0.3789700000
0.3817016000
0.3816853000
0.3806299000
0.3813529000
0.3794538000
0.3826198000
0.3799726000
0.3822986000
0.3790486000
0.3833433000
0.3849032000
0.3830384000
0.3790990000
0.3792812000
0.3796132000
0.3847450000
0.3832297000
0.3818177000
0.3798154000
0.3819618000
0.3822159000
0.3865335000
0.3846747000
0.3811923000
0.3786312000
0.3833863000
0.3828942000
0.3812227000
0.3795553000
0.3804834000
0.3807622000
0.3836590000
0.3818155000
0.3828462000
0.3817850000
0.3808708000
0.3844500000
0.3814041000
0.3816083000
0.3820583000
0.3832877000
0.3813476000
0.3843345000
0.3813142000
0.3796353000
0.3804635000
0.3844527000
0.3829691000
0.3801138000
0.3795301000
0.3805782000
0.3812704000
0.3829155000
0.3783441000
0.3821905000
0.3807051000
0.3825565000
0.3831970000
0.3808685000
0.3833219000
0.3803309000
0.3815844000
0.3841478000
0.3835899000
0.3833260000
0.3789129000
0.3801838000
0.3814939000
0.3843790000
0.3836189000
0.3831703000
0.3804886000
0.3791542000
0.3834146000
0.3816844000
0.3855009000
0.3809822000
0.3799546000
0.3861095000
0.3828027000
0.3838637000
0.3824750000
0.3833447000
0.3828804000
0.3806030000
0.3818838000
0.3824386000
0.3776408000
0.3791685000
0.3835770000
0.3821004000
,Ordered
,0.0005088000
,0.0004259000
,0.0004047000
,0.0004035000
,0.0004037000
,0.0004243000
,0.0004241000
,0.0004044000
,0.0004037000
,0.0004038000
,0.0004380000
,0.0004028000
,0.0004026000
,0.0004026000
,0.0004032000
,0.0004034000
,0.0004026000
,0.0004026000
,0.0004154000
,0.0004060000
,0.0004028000
,0.0004471000
,0.0004251000
,0.0004251000
,0.0004248000
,0.0004333000
,0.0004240000
,0.0004246000
,0.0004251000
,0.0004352000
,0.0004246000
,0.0004459000
,0.0004245000
,0.0004239000
,0.0004161000
,0.0004038000
,0.0004251000
,0.0004043000
,0.0004037000
,0.0004035000
,0.0004044000
,0.0004191000
,0.0004453000
,0.0004245000
,0.0004181000
,0.0004368000
,0.0004246000
,0.0004245000
,0.0004143000
,0.0004248000
,0.0004249000
,0.0004245000
,0.0004260000
,0.0004447000
,0.0004242000
,0.0004242000
,0.0004251000
,0.0004250000
,0.0004245000
,0.0004246000
,0.0004245000
,0.0004455000
,0.0004401000
,0.0004670000
,0.0004451000
,0.0004252000
,0.0004356000
,0.0004246000
,0.0004163000
,0.0004977000
,0.0004257000
,0.0004451000
,0.0004348000
,0.0004251000
,0.0004252000
,0.0004243000
,0.0004245000
,0.0004242000
,0.0004251000
,0.0004247000
,0.0004245000
,0.0004245000
,0.0004248000
,0.0004507000
,0.0004453000
,0.0004248000
,0.0004245000
,0.0004258000
,0.0004453000
,0.0004242000
,0.0004245000
,0.0004243000
,0.0004869000
,0.0004424000
,0.0004248000
,0.0004043000
,0.0004035000
,0.0004035000
,0.0004038000
,0.0004246000
,,Reverse
,,0.4122233000
,,0.4114548000
,,0.4127430000
,,0.4098863000
,,0.4158349000
,,0.4112444000
,,0.4113617000
,,0.4145935000
,,0.4120131000
,,0.4112910000
,,0.4091906000
,,0.4095154000
,,0.4129929000
,,0.4131397000
,,0.4132193000
,,0.4106374000
,,0.4119578000
,,0.4133647000
,,0.4110298000
,,0.4127465000
,,0.4141362000
,,0.4106335000
,,0.4123293000
,,0.4114262000
,,0.4120750000
,,0.4122299000
,,0.4112128000
,,0.4128284000
,,0.4116930000
,,0.4123243000
,,0.4096137000
,,0.4156131000
,,0.4108190000
,,0.4119228000
,,0.4090918000
,,0.4120661000
,,0.4140236000
,,0.4115753000
,,0.4132143000
,,0.4093950000
,,0.4116420000
,,0.4126850000
,,0.4107562000
,,0.4151601000
,,0.4116502000
,,0.4113819000
,,0.4121555000
,,0.4113558000
,,0.4115835000
,,0.4123594000
,,0.4121040000
,,0.4127335000
,,0.4106965000
,,0.4127860000
,,0.4109935000
,,0.4118802000
,,0.4135145000
,,0.4124833000
,,0.4119969000
,,0.4101970000
,,0.4131856000
,,0.4115807000
,,0.4187586000
,,0.4103217000
,,0.4117807000
,,0.4125998000
,,0.4101473000
,,0.4138016000
,,0.4105350000
,,0.4121114000
,,0.4091339000
,,0.4065662000
,,0.4108346000
,,0.4107325000
,,0.4135988000
,,0.4124741000
,,0.4114624000
,,0.4098794000
,,0.4101897000
,,0.4094527000
,,0.4124015000
,,0.4117922000
,,0.4117020000
,,0.4103258000
,,0.4132659000
,,0.4132799000
,,0.4110463000
,,0.4136731000
,,0.4109334000
,,0.4126989000
,,0.4108274000
,,0.4113591000
,,0.4113083000
,,0.4081923000
,,0.4105384000
,,0.4088507000
,,0.4117295000
,,0.4106912000
,,0.4101873000
,,0.4139100000
,,,Shuffle
,,,0.3869003000
,,,0.3922020000
,,,0.3841258000
,,,0.3846169000
,,,0.3871519000
,,,0.3856505000
,,,0.3816086000
,,,0.3850492000
,,,0.3823980000
,,,0.3818546000
,,,0.3853883000
,,,0.3827815000
,,,0.3848728000
,,,0.3848353000
,,,0.3847209000
,,,0.3875587000
,,,0.3849708000
,,,0.3860425000
,,,0.3839135000
,,,0.3837991000
,,,0.3853084000
,,,0.3817457000
,,,0.3850609000
,,,0.3834208000
,,,0.3845788000
,,,0.3863292000
,,,0.3857485000
,,,0.3873585000
,,,0.3827031000
,,,0.3839871000
,,,0.3875574000
,,,0.3846266000
,,,0.3867441000
,,,0.3851706000
,,,0.3838875000
,,,0.3859796000
,,,0.3854913000
,,,0.3853918000
,,,0.3876366000
,,,0.3842622000
,,,0.3847286000
,,,0.3854524000
,,,0.3834006000
,,,0.3859861000
,,,0.3853765000
,,,0.3844586000
,,,0.3864381000
,,,0.3843210000
,,,0.3852622000
,,,0.3833288000
,,,0.3828728000
,,,0.3870425000
,,,0.3834913000
,,,0.3857441000
,,,0.3840928000
,,,0.3833872000
,,,0.3880162000
,,,0.3838889000
,,,0.3862558000
,,,0.3824469000
,,,0.3852587000
,,,0.3864161000
,,,0.3835794000
,,,0.3842336000
,,,0.3838040000
,,,0.3837096000
,,,0.3861227000
,,,0.3853154000
,,,0.3854703000
,,,0.3830421000
,,,0.3838768000
,,,0.3846905000
,,,0.3864962000
,,,0.3839655000
,,,0.3871516000
,,,0.3840168000
,,,0.3851031000
,,,0.3924644000
,,,0.3828856000
,,,0.3838059000
,,,0.3853143000
,,,0.3826519000
,,,0.3871003000
,,,0.3841690000
,,,0.3930403000
,,,0.3846744000
,,,0.3853154000
,,,0.3866926000
,,,0.3826437000
,,,0.3850347000
,,,0.3844544000
,,,0.3843032000
,,,0.3867596000
,,,0.3830641000
,,,0.3849647000
,,,0.3847895000
,,,0.3847757000
,,,0.3850401000
,,,0.3872450000
,,,0.3830938000
