Shuffled
10.4602134000
10.4245548000
10.4233500000
10.4200480000
10.4255439000
10.4226346000
10.4308325000
10.4768293000
10.4638730000
10.4548542000
10.4372526000
10.4319747000
10.4260939000
10.4271209000
10.4306648000
10.4270560000
10.4242566000
10.4240820000
10.4373054000
10.4313541000
10.4345225000
10.4361356000
10.4454946000
10.4264088000
10.4304158000
10.4230235000
10.4233885000
10.4274439000
10.4322213000
10.4384182000
10.4484393000
10.4254553000
10.4257784000
10.4271531000
10.4197174000
10.4254266000
10.4665904000
10.4317585000
10.4224719000
10.4997591000
10.4243307000
10.4227402000
10.4270857000
10.4245812000
10.4260197000
10.4229227000
10.4261666000
10.4320799000
10.4397623000
10.4384600000
10.4674406000
10.4534741000
10.4355724000
10.4415582000
10.4261034000
10.4305721000
10.4328957000
10.4286415000
10.4310697000
10.4255638000
10.4289594000
10.4354873000
10.4312692000
10.4275165000
10.4907637000
10.4370193000
10.4330659000
10.4440815000
10.4298734000
10.5123138000
10.4388272000
10.4318822000
10.4308436000
10.4373190000
10.4289894000
10.4885465000
10.4386640000
10.4317113000
10.4397367000
10.4341080000
10.4359150000
10.4320632000
10.4347704000
10.4339375000
10.4319949000
10.4388676000
10.4390809000
10.4393127000
10.4288731000
10.4367395000
10.4311990000
10.4287380000
10.4326017000
10.4884852000
10.4362201000
10.4282318000
10.4357751000
10.4297681000
10.4301017000
10.5014402000
