Shuffled
0.0000170000
0.0000163000
0.0000161000
0.0000161000
0.0000161000
0.0000158000
0.0000158000
0.0000161000
0.0000158000
0.0000175000
0.0000161000
0.0000061000
0.0000064000
0.0000061000
0.0000073000
0.0000067000
0.0000061000
0.0000064000
0.0000064000
0.0000082000
0.0000073000
0.0000067000
0.0000064000
0.0000061000
0.0000085000
0.0000064000
0.0000064000
0.0000065000
0.0000062000
0.0000082000
0.0000064000
0.0000073000
0.0000082000
0.0000068000
0.0000062000
0.0000061000
0.0000061000
0.0000064000
0.0000061000
0.0000064000
0.0000088000
0.0000061000
0.0000073000
0.0000070000
0.0000064000
0.0000065000
0.0000061000
0.0000061000
0.0000062000
0.0000061000
0.0000064000
0.0000079000
0.0000067000
0.0000070000
0.0000071000
0.0000070000
0.0000062000
0.0000061000
0.0000064000
0.0000061000
0.0000093000
0.0000064000
0.0000061000
0.0000061000
0.0000097000
0.0000094000
0.0000093000
0.0000070000
0.0000064000
0.0000062000
0.0000064000
0.0000070000
0.0000061000
0.0000061000
0.0000062000
0.0000061000
0.0000061000
0.0000062000
0.0000073000
0.0000067000
0.0000064000
0.0000062000
0.0000061000
0.0000062000
0.0000059000
0.0000064000
0.0000061000
0.0000062000
0.0000062000
0.0000067000
0.0000067000
0.0000064000
0.0000061000
0.0000059000
0.0000058000
0.0000062000
0.0000061000
0.0000062000
0.0000061000
0.0000099000
