Ordered
0.1169938000
0.1168806000
0.1170459000
0.1169032000
0.1179231000
0.1165331000
0.1185243000
0.1169859000
0.1172449000
0.1185813000
0.1196697000
0.1186787000
0.1177805000
0.1160003000
0.1177388000
0.1177894000
0.1169272000
0.1183309000
0.1187771000
0.1182900000
0.1172873000
0.1180477000
0.1176462000
0.1177355000
0.1188438000
0.1183961000
0.1191439000
0.1169597000
0.1182177000
0.1171777000
0.1196630000
0.1202671000
0.1163517000
0.1175779000
0.1164361000
0.1164515000
0.1164830000
0.1159042000
0.1178136000
0.1171993000
0.1173036000
0.1158639000
0.1172419000
0.1205448000
0.1177580000
0.1165386000
0.1174950000
0.1175558000
0.1168043000
0.1174708000
0.1178074000
0.1171420000
0.1177643000
0.1171199000
0.1171039000
0.1171446000
0.1171106000
0.1170218000
0.1178247000
0.1186015000
0.1217066000
0.1173997000
0.1176003000
0.1179052000
0.1171185000
0.1179807000
0.1179848000
0.1186644000
0.1164133000
0.1157473000
0.1152793000
0.1182817000
0.1171592000
0.1173798000
0.1178794000
0.1192589000
0.1197057000
0.1164163000
0.1172159000
0.1172595000
0.1173742000
0.1163002000
0.1172396000
0.1173394000
0.1174196000
0.1172762000
0.1162349000
0.1160995000
0.1174101000
0.1175061000
0.1173551000
0.1186150000
0.1182679000
0.1207806000
0.1157133000
0.1166120000
0.1175436000
0.1177134000
0.1175432000
0.1171805000
