Ordered
11.5008264000
11.5105473000
11.4528112000
11.4720699000
11.4595511000
11.4884734000
11.4994496000
11.5268282000
11.4583633000
11.4368333000
11.4821759000
11.5874097000
11.5021041000
11.4975993000
11.4914899000
11.4538583000
11.3438072000
11.4714056000
11.3973069000
11.4753333000
11.5069182000
11.4914488000
11.5163809000
11.4998053000
11.2492092000
11.2562719000
11.3304839000
11.4208060000
11.5521177000
11.5012473000
11.5475516000
11.5234155000
11.5641968000
11.5115958000
11.4735205000
11.4315218000
11.4877462000
11.4236297000
11.4446728000
11.3137590000
11.5205812000
11.2460610000
11.2752769000
11.4927464000
11.5128200000
11.5092700000
11.4259877000
11.4058724000
11.4245122000
11.4010541000
11.4166431000
11.3648049000
11.2211140000
11.2021391000
11.2034753000
11.2722369000
11.4149496000
11.4274108000
11.4855624000
11.5032883000
11.4601366000
11.4643174000
11.4689055000
10.9110451000
10.5493389000
11.3203392000
11.2125666000
11.2385293000
11.3015542000
11.3960360000
11.4136852000
11.4246777000
11.4869427000
11.4707847000
11.3492861000
11.4284975000
11.2937962000
11.1777979000
11.2069756000
11.2185998000
11.2200780000
11.1651252000
10.7391644000
10.4395605000
10.4355306000
10.4369589000
10.5546868000
10.4427378000
10.4332510000
10.4333542000
10.4263412000
10.4295265000
10.5327665000
10.4360935000
10.4316195000
10.4266596000
10.4266209000
10.4297251000
10.4314275000
10.4237528000
